EXEC_FULLNAME,CO_PER_ROL,CONAME,SALARY,AGE,EXECRANKANN,TDC1,TDC1_PCT,GVKEY,EXECID,YEAR,GENDER,TICKER
Hamid R. Moghadam,45583,PROLOGIS INC,1000,61,1,28201.4,41.505,29984,26273,2018,MALE,PLD
Eugene F. Reilly,45584,PROLOGIS INC,600,56,2,10690.69,42.209,29984,29430,2018,MALE,PLD
Thomas S. Olinger,45585,PROLOGIS INC,600,51,6,9831.139,33.298,29984,33921,2018,MALE,PLD
Gary E. Anderson,48571,PROLOGIS INC,600,52,3,9866.419,40.533,29984,45580,2018,MALE,PLD
Michael S. Curless,50266,PROLOGIS INC,600,54,4,9568.667,41.172,29984,47074,2018,MALE,PLD
Edward S. Nekritz,32624,PROLOGIS INC,600,53,4,11166.787,13.18,29984,31245,2019,MALE,PLD
Hamid R. Moghadam,45583,PROLOGIS INC,0.001,62,1,30383.438,7.737,29984,26273,2019,MALE,PLD
Eugene F. Reilly,45584,PROLOGIS INC,600,57,2,12142.218,13.577,29984,29430,2019,MALE,PLD
Thomas S. Olinger,45585,PROLOGIS INC,600,52,6,10993.947,11.828,29984,33921,2019,MALE,PLD
Gary E. Anderson,48571,PROLOGIS INC,600,53,3,11169.934,13.212,29984,45580,2019,MALE,PLD
Michael S. Curless,50266,PROLOGIS INC,600,55,5,10692.67,11.747,29984,47074,2019,MALE,PLD
Helen W. Cornell,16609,INGERSOLL RAND INC,350.201,51,2,1374.425,22.752,30098,16769,2010,FEMALE,IR
Barry L. Pennypacker,37804,INGERSOLL RAND INC,783.333,49,1,5465.526,123.58,30098,32261,2010,MALE,IR
T. Duane Morgan,37805,INGERSOLL RAND INC,343.375,60,3,964.73,-6.792,30098,35842,2010,MALE,IR
Armando L. Castorena,39548,INGERSOLL RAND INC,290.263,47,5,1114.066,99.017,30098,37466,2010,MALE,IR
Brent A. Walters,43505,INGERSOLL RAND INC,281.17,45,6,889.293,,30098,41004,2010,MALE,IR
Michael M. Larsen,43506,INGERSOLL RAND INC,102.404,41,4,504.08,,30098,41005,2010,MALE,IR
Barry L. Pennypacker,37804,INGERSOLL RAND INC,883.333,50,2,7883.907,44.248,30098,32261,2011,MALE,IR
T. Duane Morgan,37805,INGERSOLL RAND INC,353.675,61,4,1841.829,90.917,30098,35842,2011,MALE,IR
Brent A. Walters,43505,INGERSOLL RAND INC,297.067,46,5,1588.615,78.638,30098,41004,2011,MALE,IR
Michael M. Larsen,43506,INGERSOLL RAND INC,457.219,42,3,2414.022,378.897,30098,41005,2011,MALE,IR
Christopher R. Celtruda,45587,INGERSOLL RAND INC,238.718,42,1,2144.648,,30098,37681,2011,MALE,IR
Barry L. Pennypacker,37804,INGERSOLL RAND INC,500.625,51,3,6642.709,-15.743,30098,32261,2012,MALE,IR
T. Duane Morgan,37805,INGERSOLL RAND INC,310.507,62,2,1839.186,-0.143,30098,35842,2012,MALE,IR
Brent A. Walters,43505,INGERSOLL RAND INC,337.5,47,5,1496.969,-5.769,30098,41004,2012,MALE,IR
Michael M. Larsen,43506,INGERSOLL RAND INC,592.577,43,1,3339.538,38.339,30098,41005,2012,MALE,IR
Susan A. Gunn,47296,INGERSOLL RAND INC,326.667,40,4,1104.376,,30098,44435,2012,FEMALE,IR
Enrique Miarro Viseras,54371,INGERSOLL RAND INC,195.943,38,2,1684.817,,30098,50674,2016,MALE,IR
Andrew R. Schiesl,54372,INGERSOLL RAND INC,450,44,3,1478.082,,30098,50675,2016,MALE,IR
Patrick W. Bennett,54373,INGERSOLL RAND INC,304.288,51,5,1513.381,,30098,50676,2016,MALE,IR
Philip T. Herndon,54374,INGERSOLL RAND INC,347.917,50,4,4059.972,,30098,50677,2016,MALE,IR
Vicente Reynal,54375,INGERSOLL RAND INC,750,41,1,6429.445,,30098,50678,2016,MALE,IR
Jeffrey Likosar,54908,INGERSOLL RAND INC,412.5,44,,2689.541,,30098,51147,2016,MALE,IR
Saeid Rahimian,54909,INGERSOLL RAND INC,416.667,58,,2980.009,,30098,27298,2016,MALE,IR
Enrique Miarro Viseras,54371,INGERSOLL RAND INC,316,39,5,750.444,-55.458,30098,50674,2017,MALE,IR
Andrew R. Schiesl,54372,INGERSOLL RAND INC,457.5,45,2,1120.701,-24.179,30098,50675,2017,MALE,IR
Philip T. Herndon,54374,INGERSOLL RAND INC,406.75,51,3,1131.968,-72.119,30098,50677,2017,MALE,IR
Vicente Reynal,54375,INGERSOLL RAND INC,765.754,42,1,2380.095,-62.981,30098,50678,2017,MALE,IR
Neil D. Snyder,58053,INGERSOLL RAND INC,351,44,4,804.101,,30098,53523,2017,MALE,IR
Enrique Miarro Viseras,54371,INGERSOLL RAND INC,350.562,40,5,1813.714,141.685,30098,50674,2018,MALE,IR
Andrew R. Schiesl,54372,INGERSOLL RAND INC,460,46,2,1415.995,26.349,30098,50675,2018,MALE,IR
Philip T. Herndon,54374,INGERSOLL RAND INC,409,52,3,934.305,-17.462,30098,50677,2018,MALE,IR
Vicente Reynal,54375,INGERSOLL RAND INC,766.5,43,1,5705.349,139.711,30098,50678,2018,MALE,IR
Neil D. Snyder,58053,INGERSOLL RAND INC,358.295,45,4,1038.473,29.147,30098,53523,2018,MALE,IR
Enrique Miarro Viseras,54371,INGERSOLL RAND INC,369.803,41,4,1091.101,-39.842,30098,50674,2019,MALE,IR
Andrew R. Schiesl,54372,INGERSOLL RAND INC,460,47,2,973.818,-31.227,30098,50675,2019,MALE,IR
Vicente Reynal,54375,INGERSOLL RAND INC,823.988,44,1,3360.508,-41.099,30098,50678,2019,MALE,IR
Neil D. Snyder,58053,INGERSOLL RAND INC,407.292,46,3,1685.095,62.267,30098,53523,2019,MALE,IR
Emily A. Weaver,64258,INGERSOLL RAND INC,47.917,47,,2463.778,,30098,58676,2019,FEMALE,IR
Michael A. Weatherred,64259,INGERSOLL RAND INC,350.175,57,5,790.338,,30098,58677,2019,MALE,IR
William J. Clifford,54914,PENN NATIONAL GAMING INC,771.557,53,3,4099.337,46.775,30259,51152,2010,MALE,PENN
Timothy J. Wilmott,54916,PENN NATIONAL GAMING INC,1324.788,51,2,6460.122,50.302,30259,25925,2010,MALE,PENN
Steven T. Snyder,54917,PENN NATIONAL GAMING INC,437.309,49,5,798.339,,30259,51155,2010,MALE,PENN
"Jordan B. Savitch, Esq.",54918,PENN NATIONAL GAMING INC,446.4,44,4,1870.834,42.013,30259,51156,2010,MALE,PENN
Peter M. Carlino,54922,PENN NATIONAL GAMING INC,1653.335,64,1,9469.277,51.632,30259,51160,2010,MALE,PENN
William J. Clifford,54914,PENN NATIONAL GAMING INC,1087.398,54,3,6103.397,48.887,30259,51152,2011,MALE,PENN
Timothy J. Wilmott,54916,PENN NATIONAL GAMING INC,1364.379,52,2,8103.544,25.439,30259,25925,2011,MALE,PENN
Steven T. Snyder,54917,PENN NATIONAL GAMING INC,487.991,50,,,,30259,51155,2011,MALE,PENN
"Jordan B. Savitch, Esq.",54918,PENN NATIONAL GAMING INC,497.955,45,4,2420.299,29.37,30259,51156,2011,MALE,PENN
Jay A. Snowden,54920,PENN NATIONAL GAMING INC,305.769,35,5,3235.654,,30259,51158,2011,MALE,PENN
Peter M. Carlino,54922,PENN NATIONAL GAMING INC,1702.745,65,1,11978.334,26.497,30259,51160,2011,MALE,PENN
William J. Clifford,54914,PENN NATIONAL GAMING INC,1131.731,55,3,6454.378,5.751,30259,51152,2012,MALE,PENN
Timothy J. Wilmott,54916,PENN NATIONAL GAMING INC,1405.31,53,2,8420.894,3.916,30259,25925,2012,MALE,PENN
Steven T. Snyder,54917,PENN NATIONAL GAMING INC,504.134,51,5,924.932,,30259,51155,2012,MALE,PENN
"Jordan B. Savitch, Esq.",54918,PENN NATIONAL GAMING INC,514.424,46,4,2527.697,4.437,30259,51156,2012,MALE,PENN
Jay A. Snowden,54920,PENN NATIONAL GAMING INC,553.967,36,,,,30259,51158,2012,MALE,PENN
Peter M. Carlino,54922,PENN NATIONAL GAMING INC,1753.827,66,1,12540.006,4.689,30259,51160,2012,MALE,PENN
Saul V. Reibstein,54912,PENN NATIONAL GAMING INC,16.923,65,7,327.566,,30259,51150,2013,MALE,PENN
William J. Clifford,54914,PENN NATIONAL GAMING INC,986.146,56,3,3344.697,-48.179,30259,51152,2013,MALE,PENN
Timothy J. Wilmott,54916,PENN NATIONAL GAMING INC,1447.469,54,2,5212.247,-38.103,30259,25925,2013,MALE,PENN
"Jordan B. Savitch, Esq.",54918,PENN NATIONAL GAMING INC,529.856,47,6,1487.151,-41.166,30259,51156,2013,MALE,PENN
Jay A. Snowden,54920,PENN NATIONAL GAMING INC,570.11,37,4,1382.325,,30259,51158,2013,MALE,PENN
John V. Finamore,54921,PENN NATIONAL GAMING INC,562.125,54,5,1377.68,,30259,51159,2013,MALE,PENN
Peter M. Carlino,54922,PENN NATIONAL GAMING INC,1528.216,67,1,6704.363,-46.536,30259,51160,2013,MALE,PENN
William J. Fair,54911,PENN NATIONAL GAMING INC,471.154,51,4,2462.018,,30259,51149,2014,MALE,PENN
Saul V. Reibstein,54912,PENN NATIONAL GAMING INC,550,66,2,2740.306,736.566,30259,51150,2014,MALE,PENN
Timothy J. Wilmott,54916,PENN NATIONAL GAMING INC,1288.287,55,1,9427.674,80.875,30259,25925,2014,MALE,PENN
Carl Sottosanti,54919,PENN NATIONAL GAMING INC,410.631,49,6,1965.692,,30259,51157,2014,MALE,PENN
Jay A. Snowden,54920,PENN NATIONAL GAMING INC,716.101,38,3,3656.318,164.505,30259,51158,2014,MALE,PENN
John V. Finamore,54921,PENN NATIONAL GAMING INC,578.988,55,5,2359.875,71.293,30259,51159,2014,MALE,PENN
William J. Fair,54911,PENN NATIONAL GAMING INC,534.058,52,4,1594.726,-35.227,30259,51149,2015,MALE,PENN
Saul V. Reibstein,54912,PENN NATIONAL GAMING INC,587.464,67,3,1079.501,-60.607,30259,51150,2015,MALE,PENN
Timothy J. Wilmott,54916,PENN NATIONAL GAMING INC,1335.144,56,1,8011.362,-15.023,30259,25925,2015,MALE,PENN
Carl Sottosanti,54919,PENN NATIONAL GAMING INC,490.77,50,5,871.102,-55.685,30259,51157,2015,MALE,PENN
Jay A. Snowden,54920,PENN NATIONAL GAMING INC,774.383,39,2,2894.299,-20.841,30259,51158,2015,MALE,PENN
William J. Fair,54911,PENN NATIONAL GAMING INC,564.231,53,4,1392.16,-12.702,30259,51149,2016,MALE,PENN
Saul V. Reibstein,54912,PENN NATIONAL GAMING INC,583.234,68,3,1739.714,61.159,30259,51150,2016,MALE,PENN
Timothy J. Wilmott,54916,PENN NATIONAL GAMING INC,1496.731,57,1,3780.356,-52.813,30259,25925,2016,MALE,PENN
Carl Sottosanti,54919,PENN NATIONAL GAMING INC,524.231,51,5,1290.377,48.132,30259,51157,2016,MALE,PENN
Jay A. Snowden,54920,PENN NATIONAL GAMING INC,897.642,40,2,1852.934,-35.98,30259,51158,2016,MALE,PENN
William J. Fair,54911,PENN NATIONAL GAMING INC,700,54,3,2328.142,67.232,30259,51149,2017,MALE,PENN
Timothy J. Wilmott,54916,PENN NATIONAL GAMING INC,1544.135,58,1,7181.823,89.977,30259,25925,2017,MALE,PENN
Carl Sottosanti,54919,PENN NATIONAL GAMING INC,540.447,52,4,1591.87,23.365,30259,51157,2017,MALE,PENN
Jay A. Snowden,54920,PENN NATIONAL GAMING INC,979.828,41,2,4653.898,151.164,30259,51158,2017,MALE,PENN
William J. Fair,54911,PENN NATIONAL GAMING INC,721,55,3,2161.528,-7.157,30259,51149,2018,MALE,PENN
Timothy J. Wilmott,54916,PENN NATIONAL GAMING INC,1591.35,59,1,8878.353,23.623,30259,25925,2018,MALE,PENN
Carl Sottosanti,54919,PENN NATIONAL GAMING INC,600,53,4,1754.606,10.223,30259,51157,2018,MALE,PENN
Jay A. Snowden,54920,PENN NATIONAL GAMING INC,1100,42,2,4187.522,-10.021,30259,51158,2018,MALE,PENN
William J. Fair,54911,PENN NATIONAL GAMING INC,721,56,3,2942.774,36.143,30259,51149,2019,MALE,PENN
Timothy J. Wilmott,54916,PENN NATIONAL GAMING INC,1591.35,60,1,9533.549,7.38,30259,25925,2019,MALE,PENN
Carl Sottosanti,54919,PENN NATIONAL GAMING INC,675,54,4,2136.053,21.74,30259,51157,2019,MALE,PENN
Jay A. Snowden,54920,PENN NATIONAL GAMING INC,1100,43,2,10998.434,162.648,30259,51158,2019,MALE,PENN
Keith R. Guericke,27400,ESSEX PROPERTY TRUST,350,61,1,2556.105,233.588,30293,26552,2010,MALE,ESS
"Michael J. Schall, CPA",27401,ESSEX PROPERTY TRUST,295,53,3,1457.207,106.504,30293,26553,2010,MALE,ESS
John D. Eudy,27402,ESSEX PROPERTY TRUST,300,55,4,1275.01,107.996,30293,26554,2010,MALE,ESS
Craig K. Zimmerman,27404,ESSEX PROPERTY TRUST,300,59,2,1374.427,124.239,30293,26556,2010,MALE,ESS
Michael T. Dance,28995,ESSEX PROPERTY TRUST,225,53,5,1197.263,62.606,30293,27977,2010,MALE,ESS
John F. Burkart,45589,ESSEX PROPERTY TRUST,224,46,,,,30293,42896,2010,MALE,ESS
"Michael J. Schall, CPA",27401,ESSEX PROPERTY TRUST,350,54,1,1524.26,4.601,30293,26553,2011,MALE,ESS
John D. Eudy,27402,ESSEX PROPERTY TRUST,300,56,3,1024.988,-19.609,30293,26554,2011,MALE,ESS
Craig K. Zimmerman,27404,ESSEX PROPERTY TRUST,300,60,4,1024.505,-25.459,30293,26556,2011,MALE,ESS
Michael T. Dance,28995,ESSEX PROPERTY TRUST,300,54,2,1024.461,-14.433,30293,27977,2011,MALE,ESS
John F. Burkart,45589,ESSEX PROPERTY TRUST,250,47,5,1267.095,,30293,42896,2011,MALE,ESS
"Michael J. Schall, CPA",27401,ESSEX PROPERTY TRUST,450,55,1,1690.447,10.903,30293,26553,2012,MALE,ESS
John D. Eudy,27402,ESSEX PROPERTY TRUST,325,57,2,980.947,-4.297,30293,26554,2012,MALE,ESS
Craig K. Zimmerman,27404,ESSEX PROPERTY TRUST,325,61,3,980.843,-4.262,30293,26556,2012,MALE,ESS
Michael T. Dance,28995,ESSEX PROPERTY TRUST,325,55,4,974.088,-4.917,30293,27977,2012,MALE,ESS
John F. Burkart,45589,ESSEX PROPERTY TRUST,275,48,5,848.327,-33.049,30293,42896,2012,MALE,ESS
"Michael J. Schall, CPA",27401,ESSEX PROPERTY TRUST,550,56,1,2166.605,28.168,30293,26553,2013,MALE,ESS
John D. Eudy,27402,ESSEX PROPERTY TRUST,325,58,2,1248.405,27.265,30293,26554,2013,MALE,ESS
Craig K. Zimmerman,27404,ESSEX PROPERTY TRUST,325,62,3,1248.343,27.272,30293,26556,2013,MALE,ESS
Michael T. Dance,28995,ESSEX PROPERTY TRUST,325,56,4,1239.096,27.206,30293,27977,2013,MALE,ESS
John F. Burkart,45589,ESSEX PROPERTY TRUST,275,49,5,1198.317,41.256,30293,42896,2013,MALE,ESS
"Michael J. Schall, CPA",27401,ESSEX PROPERTY TRUST,550,57,1,2764.573,27.599,30293,26553,2014,MALE,ESS
John D. Eudy,27402,ESSEX PROPERTY TRUST,350,59,4,1464.044,17.273,30293,26554,2014,MALE,ESS
Craig K. Zimmerman,27404,ESSEX PROPERTY TRUST,350,63,3,1434.324,14.898,30293,26556,2014,MALE,ESS
Michael T. Dance,28995,ESSEX PROPERTY TRUST,350,57,2,1415.432,14.231,30293,27977,2014,MALE,ESS
John F. Burkart,45589,ESSEX PROPERTY TRUST,350,50,5,1612.69,34.58,30293,42896,2014,MALE,ESS
Keith R. Guericke,27400,ESSEX PROPERTY TRUST,359.794,66,,,,30293,26552,2015,MALE,ESS
"Michael J. Schall, CPA",27401,ESSEX PROPERTY TRUST,550,58,1,3522.164,27.404,30293,26553,2015,MALE,ESS
John D. Eudy,27402,ESSEX PROPERTY TRUST,350,60,4,2317.431,58.29,30293,26554,2015,MALE,ESS
Craig K. Zimmerman,27404,ESSEX PROPERTY TRUST,350,64,3,2315.572,61.44,30293,26556,2015,MALE,ESS
Michael T. Dance,28995,ESSEX PROPERTY TRUST,311.25,58,2,1323.603,-6.488,30293,27977,2015,MALE,ESS
John F. Burkart,45589,ESSEX PROPERTY TRUST,350,51,5,2364.989,46.649,30293,42896,2015,MALE,ESS
Angela L. Kleiman,52817,ESSEX PROPERTY TRUST,268.75,44,6,1701.443,,30293,49318,2015,FEMALE,ESS
"Michael J. Schall, CPA",27401,ESSEX PROPERTY TRUST,650,59,1,4031.344,14.456,30293,26553,2016,MALE,ESS
John D. Eudy,27402,ESSEX PROPERTY TRUST,400,61,3,1951.641,-15.784,30293,26554,2016,MALE,ESS
Craig K. Zimmerman,27404,ESSEX PROPERTY TRUST,400,65,2,1002.825,-56.692,30293,26556,2016,MALE,ESS
John F. Burkart,45589,ESSEX PROPERTY TRUST,400,52,4,1952.268,-17.451,30293,42896,2016,MALE,ESS
Angela L. Kleiman,52817,ESSEX PROPERTY TRUST,375,45,5,1729.163,1.629,30293,49318,2016,FEMALE,ESS
"Michael J. Schall, CPA",27401,ESSEX PROPERTY TRUST,700,60,1,4642.348,15.156,30293,26553,2017,MALE,ESS
John D. Eudy,27402,ESSEX PROPERTY TRUST,460,62,2,2833.588,45.19,30293,26554,2017,MALE,ESS
Craig K. Zimmerman,27404,ESSEX PROPERTY TRUST,460,66,3,3772.478,276.185,30293,26556,2017,MALE,ESS
John F. Burkart,45589,ESSEX PROPERTY TRUST,460,53,4,3039.641,55.698,30293,42896,2017,MALE,ESS
Angela L. Kleiman,52817,ESSEX PROPERTY TRUST,450,46,5,2744.111,58.696,30293,49318,2017,FEMALE,ESS
Keith R. Guericke,27400,ESSEX PROPERTY TRUST,319.654,69,,,,30293,26552,2018,MALE,ESS
"Michael J. Schall, CPA",27401,ESSEX PROPERTY TRUST,800,61,1,5434.232,17.058,30293,26553,2018,MALE,ESS
John D. Eudy,27402,ESSEX PROPERTY TRUST,500,63,3,1684.443,-40.554,30293,26554,2018,MALE,ESS
Craig K. Zimmerman,27404,ESSEX PROPERTY TRUST,500,67,2,2462.452,-34.726,30293,26556,2018,MALE,ESS
John F. Burkart,45589,ESSEX PROPERTY TRUST,500,54,5,3106.616,2.203,30293,42896,2018,MALE,ESS
Angela L. Kleiman,52817,ESSEX PROPERTY TRUST,500,47,4,2879.98,4.951,30293,49318,2018,FEMALE,ESS
Keith R. Guericke,27400,ESSEX PROPERTY TRUST,470.335,70,5,477.052,,30293,26552,2019,MALE,ESS
"Michael J. Schall, CPA",27401,ESSEX PROPERTY TRUST,800,62,2,6419.864,18.137,30293,26553,2019,MALE,ESS
Craig K. Zimmerman,27404,ESSEX PROPERTY TRUST,500,68,1,2910.114,18.18,30293,26556,2019,MALE,ESS
John F. Burkart,45589,ESSEX PROPERTY TRUST,500,55,4,3765.152,21.198,30293,42896,2019,MALE,ESS
Angela L. Kleiman,52817,ESSEX PROPERTY TRUST,500,48,3,3112.437,8.071,30293,49318,2019,FEMALE,ESS
Adam W. Berry,63861,ESSEX PROPERTY TRUST,375,45,6,2210.101,,30293,58339,2019,MALE,ESS
"Thomas A. Lewis, Jr.",35082,REALTY INCOME CORP,550,57,1,3087.188,33.51,30822,33446,2010,MALE,O
Gary M. Malino,35083,REALTY INCOME CORP,400,52,2,1755.068,9.29,30822,33447,2010,MALE,O
Paul M. Meurer,35084,REALTY INCOME CORP,325,44,3,1239.14,11.198,30822,33448,2010,MALE,O
Michael R. Pfeiffer,35085,REALTY INCOME CORP,300,49,4,1214.668,18.55,30822,33449,2010,MALE,O
John P. Case,43920,REALTY INCOME CORP,205.769,46,5,3318.936,,30822,41391,2010,MALE,O
"Thomas A. Lewis, Jr.",35082,REALTY INCOME CORP,550,58,1,4024.692,30.368,30822,33446,2011,MALE,O
Gary M. Malino,35083,REALTY INCOME CORP,400,53,2,2027.472,15.521,30822,33447,2011,MALE,O
Paul M. Meurer,35084,REALTY INCOME CORP,325,45,5,1415.363,14.221,30822,33448,2011,MALE,O
Michael R. Pfeiffer,35085,REALTY INCOME CORP,325,50,4,1415.891,16.566,30822,33449,2011,MALE,O
John P. Case,43920,REALTY INCOME CORP,325,47,3,1465.363,-55.848,30822,41391,2011,MALE,O
Sumit Roy,48572,REALTY INCOME CORP,80.609,41,,,,30822,45581,2011,MALE,O
"Thomas A. Lewis, Jr.",35082,REALTY INCOME CORP,650,59,1,4515.33,12.191,30822,33446,2012,MALE,O
Gary M. Malino,35083,REALTY INCOME CORP,400,54,2,2035.348,0.388,30822,33447,2012,MALE,O
Paul M. Meurer,35084,REALTY INCOME CORP,325,46,4,1439.487,1.704,30822,33448,2012,MALE,O
Michael R. Pfeiffer,35085,REALTY INCOME CORP,325,51,5,1440.015,1.704,30822,33449,2012,MALE,O
John P. Case,43920,REALTY INCOME CORP,350,48,3,1858.495,26.828,30822,41391,2012,MALE,O
Sumit Roy,48572,REALTY INCOME CORP,250,42,,,,30822,45581,2012,MALE,O
"Thomas A. Lewis, Jr.",35082,REALTY INCOME CORP,700,60,1,8450.009,87.14,30822,33446,2013,MALE,O
Gary M. Malino,35083,REALTY INCOME CORP,425,55,3,2310.467,13.517,30822,33447,2013,MALE,O
Paul M. Meurer,35084,REALTY INCOME CORP,350,47,4,1719.64,19.462,30822,33448,2013,MALE,O
Michael R. Pfeiffer,35085,REALTY INCOME CORP,350,52,6,1702.354,18.218,30822,33449,2013,MALE,O
John P. Case,43920,REALTY INCOME CORP,527.361,49,2,9130.131,391.265,30822,41391,2013,MALE,O
Sumit Roy,48572,REALTY INCOME CORP,326.042,43,5,1773.666,,30822,45581,2013,MALE,O
Gary M. Malino,35083,REALTY INCOME CORP,337.5,56,5,4005.92,73.381,30822,33447,2014,MALE,O
Paul M. Meurer,35084,REALTY INCOME CORP,400,48,3,2407.016,39.972,30822,33448,2014,MALE,O
Michael R. Pfeiffer,35085,REALTY INCOME CORP,375,53,4,1972.664,15.879,30822,33449,2014,MALE,O
Richard G. Collins,35086,REALTY INCOME CORP,325,65,6,1647.585,,30822,33450,2014,MALE,O
John P. Case,43920,REALTY INCOME CORP,800,50,1,6764.423,-25.911,30822,41391,2014,MALE,O
Sumit Roy,48572,REALTY INCOME CORP,406.25,44,2,2534.514,42.897,30822,45581,2014,MALE,O
Paul M. Meurer,35084,REALTY INCOME CORP,425,49,3,2261.93,-6.028,30822,33448,2015,MALE,O
Michael R. Pfeiffer,35085,REALTY INCOME CORP,400,54,4,1623.176,-17.717,30822,33449,2015,MALE,O
Richard G. Collins,35086,REALTY INCOME CORP,340,66,5,2268.948,37.714,30822,33450,2015,MALE,O
John P. Case,43920,REALTY INCOME CORP,825,51,1,6750.442,-0.207,30822,41391,2015,MALE,O
Sumit Roy,48572,REALTY INCOME CORP,475,45,2,3400.861,34.182,30822,45581,2015,MALE,O
Paul M. Meurer,35084,REALTY INCOME CORP,450,50,3,2615.611,15.636,30822,33448,2016,MALE,O
Michael R. Pfeiffer,35085,REALTY INCOME CORP,420,55,4,1875.171,15.525,30822,33449,2016,MALE,O
John P. Case,43920,REALTY INCOME CORP,875,52,1,8340.041,23.548,30822,41391,2016,MALE,O
Sumit Roy,48572,REALTY INCOME CORP,525,46,2,5000.915,47.048,30822,45581,2016,MALE,O
Neil M. Abraham,54929,REALTY INCOME CORP,335,44,5,1702.884,,30822,51166,2016,MALE,O
Paul M. Meurer,35084,REALTY INCOME CORP,475,51,3,3046.803,16.485,30822,33448,2017,MALE,O
Michael R. Pfeiffer,35085,REALTY INCOME CORP,450,56,4,2227.457,18.787,30822,33449,2017,MALE,O
John P. Case,43920,REALTY INCOME CORP,925,53,1,10043.345,20.423,30822,41391,2017,MALE,O
Sumit Roy,48572,REALTY INCOME CORP,550,47,2,4734.848,-5.32,30822,45581,2017,MALE,O
Neil M. Abraham,54929,REALTY INCOME CORP,375,45,5,1936.761,13.734,30822,51166,2017,MALE,O
Paul M. Meurer,35084,REALTY INCOME CORP,525,52,3,3078.423,1.038,30822,33448,2018,MALE,O
Michael R. Pfeiffer,35085,REALTY INCOME CORP,450,57,4,2346.58,5.348,30822,33449,2018,MALE,O
John P. Case,43920,REALTY INCOME CORP,795.513,54,1,16863.788,67.91,30822,41391,2018,MALE,O
Sumit Roy,48572,REALTY INCOME CORP,613.288,48,2,7010.019,48.052,30822,45581,2018,MALE,O
Neil M. Abraham,54929,REALTY INCOME CORP,385,46,5,1932.893,-0.2,30822,51166,2018,MALE,O
Mark E. Hagan,61305,REALTY INCOME CORP,237.91,51,,1911.96,,30822,56144,2018,MALE,O
Paul M. Meurer,35084,REALTY INCOME CORP,550,53,2,3178.977,3.266,30822,33448,2019,MALE,O
Michael R. Pfeiffer,35085,REALTY INCOME CORP,500,58,3,2626.318,11.921,30822,33449,2019,MALE,O
Sumit Roy,48572,REALTY INCOME CORP,850,49,1,7514.361,7.195,30822,45581,2019,MALE,O
Neil M. Abraham,54929,REALTY INCOME CORP,410,47,4,2256.676,16.751,30822,51166,2019,MALE,O
Mark E. Hagan,61305,REALTY INCOME CORP,410,52,5,2060.332,7.76,30822,56144,2019,MALE,O
Richard D. Fairbank,14064,CAPITAL ONE FINANCIAL CORP,0,59,5,8350.666,37.419,30990,14453,2010,MALE,COF
"Gary Laurence Perlin, MPA",28588,CAPITAL ONE FINANCIAL CORP,1000,58,1,3921.151,-48.459,30990,27626,2010,MALE,COF
Peter A. Schnall,34035,CAPITAL ONE FINANCIAL CORP,1000,46,3,2976.612,-44.869,30990,32511,2010,MALE,COF
Lynn Ann Pike,37015,CAPITAL ONE FINANCIAL CORP,1000,53,2,3130.016,-59.762,30990,35153,2010,FEMALE,COF
"Ryan M. Schneider, Ph.D.",43921,CAPITAL ONE FINANCIAL CORP,1000,40,4,2951.097,,30990,41392,2010,MALE,COF
"Gary Laurence Perlin, MPA",28588,CAPITAL ONE FINANCIAL CORP,1000,59,1,6724.141,71.484,30990,27626,2011,MALE,COF
Peter A. Schnall,34035,CAPITAL ONE FINANCIAL CORP,918.5,47,4,4634.691,55.704,30990,32511,2011,MALE,COF
Lynn Ann Pike,37015,CAPITAL ONE FINANCIAL CORP,1000,54,2,5138.652,64.173,30990,35153,2011,FEMALE,COF
"Ryan M. Schneider, Ph.D.",43921,CAPITAL ONE FINANCIAL CORP,953.333,41,3,4837.726,63.93,30990,41392,2011,MALE,COF
Richard D. Fairbank,14064,CAPITAL ONE FINANCIAL CORP,0,61,1,22601.825,,30990,14453,2012,MALE,COF
"John Glennon Finneran, Jr.",14067,CAPITAL ONE FINANCIAL CORP,907.76,62,5,5613.743,,30990,14456,2012,MALE,COF
"Gary Laurence Perlin, MPA",28588,CAPITAL ONE FINANCIAL CORP,1267.452,60,2,7723.313,14.859,30990,27626,2012,MALE,COF
Peter A. Schnall,34035,CAPITAL ONE FINANCIAL CORP,929.211,48,4,5452.196,17.639,30990,32511,2012,MALE,COF
"Ryan M. Schneider, Ph.D.",43921,CAPITAL ONE FINANCIAL CORP,1032.394,42,3,6063.319,25.334,30990,41392,2012,MALE,COF
Richard D. Fairbank,14064,CAPITAL ONE FINANCIAL CORP,0,62,1,18322.348,-18.934,30990,14453,2013,MALE,COF
"John Glennon Finneran, Jr.",14067,CAPITAL ONE FINANCIAL CORP,953.769,63,5,4505.268,-19.746,30990,14456,2013,MALE,COF
"Gary Laurence Perlin, MPA",28588,CAPITAL ONE FINANCIAL CORP,1335,61,2,7097.746,-8.1,30990,27626,2013,MALE,COF
"Ryan M. Schneider, Ph.D.",43921,CAPITAL ONE FINANCIAL CORP,1093.308,43,4,4708.062,-22.352,30990,41392,2013,MALE,COF
Stephen S. Crawford,48574,CAPITAL ONE FINANCIAL CORP,1326.923,48,3,12387.216,,30990,29008,2013,MALE,COF
