EXEC_FULLNAME,CO_PER_ROL,CONAME,SALARY,AGE,EXECRANKANN,TDC1,TDC1_PCT,GVKEY,EXECID,YEAR,GENDER,TICKER,stock_price,eps,pe_ratio,roa,roe
Jay A. Snowden,54920,PENN NATIONAL GAMING INC,1100.0,43.0,2.0,10998.434,162.648,30259,51158,2019,MALE,PENN,26.45,0.38,69.60526,0.00309,0.0237
Keith R. Guericke,27400,ESSEX PROPERTY TRUST,350.0,61.0,1.0,2556.105,233.588,30293,26552,2010,MALE,ESS,117.12,1.14,102.73684,0.00963,0.03113
"Michael J. Schall, CPA",27401,ESSEX PROPERTY TRUST,295.0,53.0,3.0,1457.207,106.504,30293,26553,2010,MALE,ESS,117.12,1.14,102.73684,0.00963,0.03113
John D. Eudy,27402,ESSEX PROPERTY TRUST,300.0,55.0,4.0,1275.01,107.996,30293,26554,2010,MALE,ESS,117.12,1.14,102.73684,0.00963,0.03113
Craig K. Zimmerman,27404,ESSEX PROPERTY TRUST,300.0,59.0,2.0,1374.427,124.239,30293,26556,2010,MALE,ESS,117.12,1.14,102.73684,0.00963,0.03113
Michael T. Dance,28995,ESSEX PROPERTY TRUST,225.0,53.0,5.0,1197.263,62.606,30293,27977,2010,MALE,ESS,117.12,1.14,102.73684,0.00963,0.03113
John F. Burkart,45589,ESSEX PROPERTY TRUST,224.0,46.0,,,,30293,42896,2010,MALE,ESS,117.12,1.14,102.73684,0.00963,0.03113
"Michael J. Schall, CPA",27401,ESSEX PROPERTY TRUST,350.0,54.0,1.0,1524.26,4.601,30293,26553,2011,MALE,ESS,148.44,1.02,145.52941,0.01166,0.03264
John D. Eudy,27402,ESSEX PROPERTY TRUST,300.0,56.0,3.0,1024.988,-19.609,30293,26554,2011,MALE,ESS,148.44,1.02,145.52941,0.01166,0.03264
Craig K. Zimmerman,27404,ESSEX PROPERTY TRUST,300.0,60.0,4.0,1024.505,-25.459,30293,26556,2011,MALE,ESS,148.44,1.02,145.52941,0.01166,0.03264
Michael T. Dance,28995,ESSEX PROPERTY TRUST,300.0,54.0,2.0,1024.461,-14.433,30293,27977,2011,MALE,ESS,148.44,1.02,145.52941,0.01166,0.03264
John F. Burkart,45589,ESSEX PROPERTY TRUST,250.0,47.0,5.0,1267.095,,30293,42896,2011,MALE,ESS,148.44,1.02,145.52941,0.01166,0.03264
"Michael J. Schall, CPA",27401,ESSEX PROPERTY TRUST,450.0,55.0,1.0,1690.447,10.903,30293,26553,2012,MALE,ESS,161.53,3.15,51.27937,0.02585,0.07082
John D. Eudy,27402,ESSEX PROPERTY TRUST,325.0,57.0,2.0,980.947,-4.297,30293,26554,2012,MALE,ESS,161.53,3.15,51.27937,0.02585,0.07082
Craig K. Zimmerman,27404,ESSEX PROPERTY TRUST,325.0,61.0,3.0,980.843,-4.262,30293,26556,2012,MALE,ESS,161.53,3.15,51.27937,0.02585,0.07082
Michael T. Dance,28995,ESSEX PROPERTY TRUST,325.0,55.0,4.0,974.088,-4.917,30293,27977,2012,MALE,ESS,161.53,3.15,51.27937,0.02585,0.07082
John F. Burkart,45589,ESSEX PROPERTY TRUST,275.0,48.0,5.0,848.327,-33.049,30293,42896,2012,MALE,ESS,161.53,3.15,51.27937,0.02585,0.07082
"Michael J. Schall, CPA",27401,ESSEX PROPERTY TRUST,550.0,56.0,1.0,2166.605,28.168,30293,26553,2013,MALE,ESS,172.16,3.26,52.80982,0.03013,0.08273
John D. Eudy,27402,ESSEX PROPERTY TRUST,325.0,58.0,2.0,1248.405,27.265,30293,26554,2013,MALE,ESS,172.16,3.26,52.80982,0.03013,0.08273
Craig K. Zimmerman,27404,ESSEX PROPERTY TRUST,325.0,62.0,3.0,1248.343,27.272,30293,26556,2013,MALE,ESS,172.16,3.26,52.80982,0.03013,0.08273
Michael T. Dance,28995,ESSEX PROPERTY TRUST,325.0,56.0,4.0,1239.096,27.206,30293,27977,2013,MALE,ESS,172.16,3.26,52.80982,0.03013,0.08273
John F. Burkart,45589,ESSEX PROPERTY TRUST,275.0,49.0,5.0,1198.317,41.256,30293,42896,2013,MALE,ESS,172.16,3.26,52.80982,0.03013,0.08273
"Michael J. Schall, CPA",27401,ESSEX PROPERTY TRUST,550.0,57.0,1.0,2764.573,27.599,30293,26553,2014,MALE,ESS,214.43,2.07,103.58937,0.01056,0.02028
John D. Eudy,27402,ESSEX PROPERTY TRUST,350.0,59.0,4.0,1464.044,17.273,30293,26554,2014,MALE,ESS,214.43,2.07,103.58937,0.01056,0.02028
Craig K. Zimmerman,27404,ESSEX PROPERTY TRUST,350.0,63.0,3.0,1434.324,14.898,30293,26556,2014,MALE,ESS,214.43,2.07,103.58937,0.01056,0.02028
Michael T. Dance,28995,ESSEX PROPERTY TRUST,350.0,57.0,2.0,1415.432,14.231,30293,27977,2014,MALE,ESS,214.43,2.07,103.58937,0.01056,0.02028
John F. Burkart,45589,ESSEX PROPERTY TRUST,350.0,50.0,5.0,1612.69,34.58,30293,42896,2014,MALE,ESS,214.43,2.07,103.58937,0.01056,0.02028
Keith R. Guericke,27400,ESSEX PROPERTY TRUST,359.794,66.0,,,,30293,26552,2015,MALE,ESS,244.71,3.5,69.91714,0.01934,0.03721
"Michael J. Schall, CPA",27401,ESSEX PROPERTY TRUST,550.0,58.0,1.0,3522.164,27.404,30293,26553,2015,MALE,ESS,244.71,3.5,69.91714,0.01934,0.03721
John D. Eudy,27402,ESSEX PROPERTY TRUST,350.0,60.0,4.0,2317.431,58.29,30293,26554,2015,MALE,ESS,244.71,3.5,69.91714,0.01934,0.03721
Craig K. Zimmerman,27404,ESSEX PROPERTY TRUST,350.0,64.0,3.0,2315.572,61.44,30293,26556,2015,MALE,ESS,244.71,3.5,69.91714,0.01934,0.03721
Michael T. Dance,28995,ESSEX PROPERTY TRUST,311.25,58.0,2.0,1323.603,-6.488,30293,27977,2015,MALE,ESS,244.71,3.5,69.91714,0.01934,0.03721
John F. Burkart,45589,ESSEX PROPERTY TRUST,350.0,51.0,5.0,2364.989,46.649,30293,42896,2015,MALE,ESS,244.71,3.5,69.91714,0.01934,0.03721
Angela L. Kleiman,52817,ESSEX PROPERTY TRUST,268.75,44.0,6.0,1701.443,,30293,49318,2015,FEMALE,ESS,244.71,3.5,69.91714,0.01934,0.03721
"Michael J. Schall, CPA",27401,ESSEX PROPERTY TRUST,650.0,59.0,1.0,4031.344,14.456,30293,26553,2016,MALE,ESS,240.55,6.28,38.30414,0.03397,0.06702
John D. Eudy,27402,ESSEX PROPERTY TRUST,400.0,61.0,3.0,1951.641,-15.784,30293,26554,2016,MALE,ESS,240.55,6.28,38.30414,0.03397,0.06702
Craig K. Zimmerman,27404,ESSEX PROPERTY TRUST,400.0,65.0,2.0,1002.825,-56.692,30293,26556,2016,MALE,ESS,240.55,6.28,38.30414,0.03397,0.06702
John F. Burkart,45589,ESSEX PROPERTY TRUST,400.0,52.0,4.0,1952.268,-17.451,30293,42896,2016,MALE,ESS,240.55,6.28,38.30414,0.03397,0.06702
Angela L. Kleiman,52817,ESSEX PROPERTY TRUST,375.0,45.0,5.0,1729.163,1.629,30293,49318,2016,FEMALE,ESS,240.55,6.28,38.30414,0.03397,0.06702
"Michael J. Schall, CPA",27401,ESSEX PROPERTY TRUST,700.0,60.0,1.0,4642.348,15.156,30293,26553,2017,MALE,ESS,270.04,6.58,41.03951,0.03466,0.06899
John D. Eudy,27402,ESSEX PROPERTY TRUST,460.0,62.0,2.0,2833.588,45.19,30293,26554,2017,MALE,ESS,270.04,6.58,41.03951,0.03466,0.06899
Craig K. Zimmerman,27404,ESSEX PROPERTY TRUST,460.0,66.0,3.0,3772.478,276.185,30293,26556,2017,MALE,ESS,270.04,6.58,41.03951,0.03466,0.06899
John F. Burkart,45589,ESSEX PROPERTY TRUST,460.0,53.0,4.0,3039.641,55.698,30293,42896,2017,MALE,ESS,270.04,6.58,41.03951,0.03466,0.06899
Angela L. Kleiman,52817,ESSEX PROPERTY TRUST,450.0,46.0,5.0,2744.111,58.696,30293,49318,2017,FEMALE,ESS,270.04,6.58,41.03951,0.03466,0.06899
Keith R. Guericke,27400,ESSEX PROPERTY TRUST,319.654,69.0,,,,30293,26552,2018,MALE,ESS,267.41,5.91,45.24704,0.03151,0.06225
"Michael J. Schall, CPA",27401,ESSEX PROPERTY TRUST,800.0,61.0,1.0,5434.232,17.058,30293,26553,2018,MALE,ESS,267.41,5.91,45.24704,0.03151,0.06225
John D. Eudy,27402,ESSEX PROPERTY TRUST,500.0,63.0,3.0,1684.443,-40.554,30293,26554,2018,MALE,ESS,267.41,5.91,45.24704,0.03151,0.06225
Craig K. Zimmerman,27404,ESSEX PROPERTY TRUST,500.0,67.0,2.0,2462.452,-34.726,30293,26556,2018,MALE,ESS,267.41,5.91,45.24704,0.03151,0.06225
John F. Burkart,45589,ESSEX PROPERTY TRUST,500.0,54.0,5.0,3106.616,2.203,30293,42896,2018,MALE,ESS,267.41,5.91,45.24704,0.03151,0.06225
Angela L. Kleiman,52817,ESSEX PROPERTY TRUST,500.0,47.0,4.0,2879.98,4.951,30293,49318,2018,FEMALE,ESS,267.41,5.91,45.24704,0.03151,0.06225
Keith R. Guericke,27400,ESSEX PROPERTY TRUST,470.335,70.0,5.0,477.052,,30293,26552,2019,MALE,ESS,334.165,6.67,50.0997,0.03457,0.07062
"Michael J. Schall, CPA",27401,ESSEX PROPERTY TRUST,800.0,62.0,2.0,6419.864,18.137,30293,26553,2019,MALE,ESS,334.165,6.67,50.0997,0.03457,0.07062
Craig K. Zimmerman,27404,ESSEX PROPERTY TRUST,500.0,68.0,1.0,2910.114,18.18,30293,26556,2019,MALE,ESS,334.165,6.67,50.0997,0.03457,0.07062
John F. Burkart,45589,ESSEX PROPERTY TRUST,500.0,55.0,4.0,3765.152,21.198,30293,42896,2019,MALE,ESS,334.165,6.67,50.0997,0.03457,0.07062
Angela L. Kleiman,52817,ESSEX PROPERTY TRUST,500.0,48.0,3.0,3112.437,8.071,30293,49318,2019,FEMALE,ESS,334.165,6.67,50.0997,0.03457,0.07062
Adam W. Berry,63861,ESSEX PROPERTY TRUST,375.0,45.0,6.0,2210.101,,30293,58339,2019,MALE,ESS,334.165,6.67,50.0997,0.03457,0.07062
"Thomas A. Lewis, Jr.",35082,REALTY INCOME CORP,550.0,57.0,1.0,3087.188,33.51,30822,33446,2010,MALE,O,35.97,0.92,39.09783,0.03699,0.07081
Gary M. Malino,35083,REALTY INCOME CORP,400.0,52.0,2.0,1755.068,9.29,30822,33447,2010,MALE,O,35.97,0.92,39.09783,0.03699,0.07081
Paul M. Meurer,35084,REALTY INCOME CORP,325.0,44.0,3.0,1239.14,11.198,30822,33448,2010,MALE,O,35.97,0.92,39.09783,0.03699,0.07081
Michael R. Pfeiffer,35085,REALTY INCOME CORP,300.0,49.0,4.0,1214.668,18.55,30822,33449,2010,MALE,O,35.97,0.92,39.09783,0.03699,0.07081
John P. Case,43920,REALTY INCOME CORP,205.769,46.0,5.0,3318.936,,30822,41391,2010,MALE,O,35.97,0.92,39.09783,0.03699,0.07081
"Thomas A. Lewis, Jr.",35082,REALTY INCOME CORP,550.0,58.0,1.0,4024.692,30.368,30822,33446,2011,MALE,O,36.35,1.01,35.9901,0.03553,0.06964
Gary M. Malino,35083,REALTY INCOME CORP,400.0,53.0,2.0,2027.472,15.521,30822,33447,2011,MALE,O,36.35,1.01,35.9901,0.03553,0.06964
Paul M. Meurer,35084,REALTY INCOME CORP,325.0,45.0,5.0,1415.363,14.221,30822,33448,2011,MALE,O,36.35,1.01,35.9901,0.03553,0.06964
Michael R. Pfeiffer,35085,REALTY INCOME CORP,325.0,50.0,4.0,1415.891,16.566,30822,33449,2011,MALE,O,36.35,1.01,35.9901,0.03553,0.06964
John P. Case,43920,REALTY INCOME CORP,325.0,47.0,3.0,1465.363,-55.848,30822,41391,2011,MALE,O,36.35,1.01,35.9901,0.03553,0.06964
Sumit Roy,48572,REALTY INCOME CORP,80.609,41.0,,,,30822,45581,2011,MALE,O,36.35,1.01,35.9901,0.03553,0.06964
"Thomas A. Lewis, Jr.",35082,REALTY INCOME CORP,650.0,59.0,1.0,4515.33,12.191,30822,33446,2012,MALE,O,44.22,0.76,58.18421,0.02924,0.06596
Gary M. Malino,35083,REALTY INCOME CORP,400.0,54.0,2.0,2035.348,0.388,30822,33447,2012,MALE,O,44.22,0.76,58.18421,0.02924,0.06596
Paul M. Meurer,35084,REALTY INCOME CORP,325.0,46.0,4.0,1439.487,1.704,30822,33448,2012,MALE,O,44.22,0.76,58.18421,0.02924,0.06596
Michael R. Pfeiffer,35085,REALTY INCOME CORP,325.0,51.0,5.0,1440.015,1.704,30822,33449,2012,MALE,O,44.22,0.76,58.18421,0.02924,0.06596
John P. Case,43920,REALTY INCOME CORP,350.0,48.0,3.0,1858.495,26.828,30822,41391,2012,MALE,O,44.22,0.76,58.18421,0.02924,0.06596
Sumit Roy,48572,REALTY INCOME CORP,250.0,42.0,,,,30822,45581,2012,MALE,O,44.22,0.76,58.18421,0.02924,0.06596
"Thomas A. Lewis, Jr.",35082,REALTY INCOME CORP,700.0,60.0,1.0,8450.009,87.14,30822,33446,2013,MALE,O,55.48,0.71,78.14085,0.02474,0.0456
Gary M. Malino,35083,REALTY INCOME CORP,425.0,55.0,3.0,2310.467,13.517,30822,33447,2013,MALE,O,55.48,0.71,78.14085,0.02474,0.0456
Paul M. Meurer,35084,REALTY INCOME CORP,350.0,47.0,4.0,1719.64,19.462,30822,33448,2013,MALE,O,55.48,0.71,78.14085,0.02474,0.0456
Michael R. Pfeiffer,35085,REALTY INCOME CORP,350.0,52.0,6.0,1702.354,18.218,30822,33449,2013,MALE,O,55.48,0.71,78.14085,0.02474,0.0456
John P. Case,43920,REALTY INCOME CORP,527.361,49.0,2.0,9130.131,391.265,30822,41391,2013,MALE,O,55.48,0.71,78.14085,0.02474,0.0456
Sumit Roy,48572,REALTY INCOME CORP,326.042,43.0,5.0,1773.666,,30822,45581,2013,MALE,O,55.48,0.71,78.14085,0.02474,0.0456
Gary M. Malino,35083,REALTY INCOME CORP,337.5,56.0,5.0,4005.92,73.381,30822,33447,2014,MALE,O,49.68,1.03,48.23301,0.02457,0.04821
Paul M. Meurer,35084,REALTY INCOME CORP,400.0,48.0,3.0,2407.016,39.972,30822,33448,2014,MALE,O,49.68,1.03,48.23301,0.02457,0.04821
Michael R. Pfeiffer,35085,REALTY INCOME CORP,375.0,53.0,4.0,1972.664,15.879,30822,33449,2014,MALE,O,49.68,1.03,48.23301,0.02457,0.04821
Richard G. Collins,35086,REALTY INCOME CORP,325.0,65.0,6.0,1647.585,,30822,33450,2014,MALE,O,49.68,1.03,48.23301,0.02457,0.04821
John P. Case,43920,REALTY INCOME CORP,800.0,50.0,1.0,6764.423,-25.911,30822,41391,2014,MALE,O,49.68,1.03,48.23301,0.02457,0.04821
Sumit Roy,48572,REALTY INCOME CORP,406.25,44.0,2.0,2534.514,42.897,30822,45581,2014,MALE,O,49.68,1.03,48.23301,0.02457,0.04821
Paul M. Meurer,35084,REALTY INCOME CORP,425.0,49.0,3.0,2261.93,-6.028,30822,33448,2015,MALE,O,55.5399,1.09,50.95404,0.02391,0.04345
Michael R. Pfeiffer,35085,REALTY INCOME CORP,400.0,54.0,4.0,1623.176,-17.717,30822,33449,2015,MALE,O,55.5399,1.09,50.95404,0.02391,0.04345
Richard G. Collins,35086,REALTY INCOME CORP,340.0,66.0,5.0,2268.948,37.714,30822,33450,2015,MALE,O,55.5399,1.09,50.95404,0.02391,0.04345
John P. Case,43920,REALTY INCOME CORP,825.0,51.0,1.0,6750.442,-0.207,30822,41391,2015,MALE,O,55.5399,1.09,50.95404,0.02391,0.04345
Sumit Roy,48572,REALTY INCOME CORP,475.0,45.0,2.0,3400.861,34.182,30822,45581,2015,MALE,O,55.5399,1.09,50.95404,0.02391,0.04345
Paul M. Meurer,35084,REALTY INCOME CORP,450.0,50.0,3.0,2615.611,15.636,30822,33448,2016,MALE,O,72.295,1.13,63.97788,0.02399,0.04664
Michael R. Pfeiffer,35085,REALTY INCOME CORP,420.0,55.0,4.0,1875.171,15.525,30822,33449,2016,MALE,O,72.295,1.13,63.97788,0.02399,0.04664
John P. Case,43920,REALTY INCOME CORP,875.0,52.0,1.0,8340.041,23.548,30822,41391,2016,MALE,O,72.295,1.13,63.97788,0.02399,0.04664
Sumit Roy,48572,REALTY INCOME CORP,525.0,46.0,2.0,5000.915,47.048,30822,45581,2016,MALE,O,72.295,1.13,63.97788,0.02399,0.04664
Neil M. Abraham,54929,REALTY INCOME CORP,335.0,44.0,5.0,1702.884,,30822,51166,2016,MALE,O,72.295,1.13,63.97788,0.02399,0.04664
Paul M. Meurer,35084,REALTY INCOME CORP,475.0,51.0,3.0,3046.803,16.485,30822,33448,2017,MALE,O,63.6,1.1,57.81818,0.02268,0.04325
Michael R. Pfeiffer,35085,REALTY INCOME CORP,450.0,56.0,4.0,2227.457,18.787,30822,33449,2017,MALE,O,63.6,1.1,57.81818,0.02268,0.04325
John P. Case,43920,REALTY INCOME CORP,925.0,53.0,1.0,10043.345,20.423,30822,41391,2017,MALE,O,63.6,1.1,57.81818,0.02268,0.04325
Sumit Roy,48572,REALTY INCOME CORP,550.0,47.0,2.0,4734.848,-5.32,30822,45581,2017,MALE,O,63.6,1.1,57.81818,0.02268,0.04325
Neil M. Abraham,54929,REALTY INCOME CORP,375.0,45.0,5.0,1936.761,13.734,30822,51166,2017,MALE,O,63.6,1.1,57.81818,0.02268,0.04325
Paul M. Meurer,35084,REALTY INCOME CORP,525.0,52.0,3.0,3078.423,1.038,30822,33448,2018,MALE,O,66.91,1.26,53.10317,0.02383,0.04495
Michael R. Pfeiffer,35085,REALTY INCOME CORP,450.0,57.0,4.0,2346.58,5.348,30822,33449,2018,MALE,O,66.91,1.26,53.10317,0.02383,0.04495
John P. Case,43920,REALTY INCOME CORP,795.513,54.0,1.0,16863.788,67.91,30822,41391,2018,MALE,O,66.91,1.26,53.10317,0.02383,0.04495
Sumit Roy,48572,REALTY INCOME CORP,613.288,48.0,2.0,7010.019,48.052,30822,45581,2018,MALE,O,66.91,1.26,53.10317,0.02383,0.04495
Neil M. Abraham,54929,REALTY INCOME CORP,385.0,46.0,5.0,1932.893,-0.2,30822,51166,2018,MALE,O,66.91,1.26,53.10317,0.02383,0.04495
Mark E. Hagan,61305,REALTY INCOME CORP,237.91,51.0,,1911.96,,30822,56144,2018,MALE,O,66.91,1.26,53.10317,0.02383,0.04495
Paul M. Meurer,35084,REALTY INCOME CORP,550.0,53.0,2.0,3178.977,3.266,30822,33448,2019,MALE,O,82.17,1.38,59.54348,0.02352,0.04466
Michael R. Pfeiffer,35085,REALTY INCOME CORP,500.0,58.0,3.0,2626.318,11.921,30822,33449,2019,MALE,O,82.17,1.38,59.54348,0.02352,0.04466
Sumit Roy,48572,REALTY INCOME CORP,850.0,49.0,1.0,7514.361,7.195,30822,45581,2019,MALE,O,82.17,1.38,59.54348,0.02352,0.04466
Neil M. Abraham,54929,REALTY INCOME CORP,410.0,47.0,4.0,2256.676,16.751,30822,51166,2019,MALE,O,82.17,1.38,59.54348,0.02352,0.04466
Mark E. Hagan,61305,REALTY INCOME CORP,410.0,52.0,5.0,2060.332,7.76,30822,56144,2019,MALE,O,82.17,1.38,59.54348,0.02352,0.04466
Richard D. Fairbank,14064,CAPITAL ONE FINANCIAL CORP,0.0,59.0,5.0,8350.666,37.419,30990,14453,2010,MALE,COF,47.73,6.74,7.0816,0.01389,0.10335
"Gary Laurence Perlin, MPA",28588,CAPITAL ONE FINANCIAL CORP,1000.0,58.0,1.0,3921.151,-48.459,30990,27626,2010,MALE,COF,47.73,6.74,7.0816,0.01389,0.10335
Peter A. Schnall,34035,CAPITAL ONE FINANCIAL CORP,1000.0,46.0,3.0,2976.612,-44.869,30990,32511,2010,MALE,COF,47.73,6.74,7.0816,0.01389,0.10335
Lynn Ann Pike,37015,CAPITAL ONE FINANCIAL CORP,1000.0,53.0,2.0,3130.016,-59.762,30990,35153,2010,FEMALE,COF,47.73,6.74,7.0816,0.01389,0.10335
"Ryan M. Schneider, Ph.D.",43921,CAPITAL ONE FINANCIAL CORP,1000.0,40.0,4.0,2951.097,,30990,41392,2010,MALE,COF,47.73,6.74,7.0816,0.01389,0.10335
"Gary Laurence Perlin, MPA",28588,CAPITAL ONE FINANCIAL CORP,1000.0,59.0,1.0,6724.141,71.484,30990,27626,2011,MALE,COF,56.26,7.08,7.94633,0.01528,0.10608
Peter A. Schnall,34035,CAPITAL ONE FINANCIAL CORP,918.5,47.0,4.0,4634.691,55.704,30990,32511,2011,MALE,COF,56.26,7.08,7.94633,0.01528,0.10608
Lynn Ann Pike,37015,CAPITAL ONE FINANCIAL CORP,1000.0,54.0,2.0,5138.652,64.173,30990,35153,2011,FEMALE,COF,56.26,7.08,7.94633,0.01528,0.10608
"Ryan M. Schneider, Ph.D.",43921,CAPITAL ONE FINANCIAL CORP,953.333,41.0,3.0,4837.726,63.93,30990,41392,2011,MALE,COF,56.26,7.08,7.94633,0.01528,0.10608
Richard D. Fairbank,14064,CAPITAL ONE FINANCIAL CORP,0.0,61.0,1.0,22601.825,,30990,14453,2012,MALE,COF,61.83,6.6,9.36818,0.01124,0.08684
"John Glennon Finneran, Jr.",14067,CAPITAL ONE FINANCIAL CORP,907.76,62.0,5.0,5613.743,,30990,14456,2012,MALE,COF,61.83,6.6,9.36818,0.01124,0.08684
"Gary Laurence Perlin, MPA",28588,CAPITAL ONE FINANCIAL CORP,1267.452,60.0,2.0,7723.313,14.859,30990,27626,2012,MALE,COF,61.83,6.6,9.36818,0.01124,0.08684
Peter A. Schnall,34035,CAPITAL ONE FINANCIAL CORP,929.211,48.0,4.0,5452.196,17.639,30990,32511,2012,MALE,COF,61.83,6.6,9.36818,0.01124,0.08684
"Ryan M. Schneider, Ph.D.",43921,CAPITAL ONE FINANCIAL CORP,1032.394,42.0,3.0,6063.319,25.334,30990,41392,2012,MALE,COF,61.83,6.6,9.36818,0.01124,0.08684
Richard D. Fairbank,14064,CAPITAL ONE FINANCIAL CORP,0.0,62.0,1.0,18322.348,-18.934,30990,14453,2013,MALE,COF,76.71,7.45,10.29664,0.014,0.09963
"John Glennon Finneran, Jr.",14067,CAPITAL ONE FINANCIAL CORP,953.769,63.0,5.0,4505.268,-19.746,30990,14456,2013,MALE,COF,76.71,7.45,10.29664,0.014,0.09963
"Gary Laurence Perlin, MPA",28588,CAPITAL ONE FINANCIAL CORP,1335.0,61.0,2.0,7097.746,-8.1,30990,27626,2013,MALE,COF,76.71,7.45,10.29664,0.014,0.09963
"Ryan M. Schneider, Ph.D.",43921,CAPITAL ONE FINANCIAL CORP,1093.308,43.0,4.0,4708.062,-22.352,30990,41392,2013,MALE,COF,76.71,7.45,10.29664,0.014,0.09963
Stephen S. Crawford,48574,CAPITAL ONE FINANCIAL CORP,1326.923,48.0,3.0,12387.216,,30990,29008,2013,MALE,COF,76.71,7.45,10.29664,0.014,0.09963
Jonathan W. Witter,48575,CAPITAL ONE FINANCIAL CORP,870.769,43.0,6.0,4719.958,,30990,45584,2013,MALE,COF,76.71,7.45,10.29664,0.014,0.09963
Richard D. Fairbank,14064,CAPITAL ONE FINANCIAL CORP,0.0,63.0,1.0,17883.28,-2.396,30990,14453,2014,MALE,COF,85.39,7.7,11.08961,0.01434,0.09828
"John Glennon Finneran, Jr.",14067,CAPITAL ONE FINANCIAL CORP,974.692,64.0,4.0,4883.897,8.404,30990,14456,2014,MALE,COF,85.39,7.7,11.08961,0.01434,0.09828
"Ryan M. Schneider, Ph.D.",43921,CAPITAL ONE FINANCIAL CORP,1116.462,44.0,3.0,5579.956,18.519,30990,41392,2014,MALE,COF,85.39,7.7,11.08961,0.01434,0.09828
Stephen S. Crawford,48574,CAPITAL ONE FINANCIAL CORP,1526.538,49.0,2.0,7940.255,-35.9,30990,29008,2014,MALE,COF,85.39,7.7,11.08961,0.01434,0.09828
Sanjiv Yajnik,50276,CAPITAL ONE FINANCIAL CORP,912.923,57.0,5.0,5029.886,,30990,47084,2014,MALE,COF,85.39,7.7,11.08961,0.01434,0.09828
Richard D. Fairbank,14064,CAPITAL ONE FINANCIAL CORP,0.0,64.0,1.0,16261.817,-9.067,30990,14453,2015,MALE,COF,92.1,7.08,13.00847,0.01212,0.08565
"John Glennon Finneran, Jr.",14067,CAPITAL ONE FINANCIAL CORP,988.5,65.0,4.0,4849.678,-0.701,30990,14456,2015,MALE,COF,92.1,7.08,13.00847,0.01212,0.08565
"Ryan M. Schneider, Ph.D.",43921,CAPITAL ONE FINANCIAL CORP,1142.885,45.0,3.0,5905.45,5.833,30990,41392,2015,MALE,COF,92.1,7.08,13.00847,0.01212,0.08565
Stephen S. Crawford,48574,CAPITAL ONE FINANCIAL CORP,1549.462,50.0,2.0,8777.322,10.542,30990,29008,2015,MALE,COF,92.1,7.08,13.00847,0.01212,0.08565
Sanjiv Yajnik,50276,CAPITAL ONE FINANCIAL CORP,934.462,58.0,5.0,5042.514,0.251,30990,47084,2015,MALE,COF,92.1,7.08,13.00847,0.01212,0.08565
Richard D. Fairbank,14064,CAPITAL ONE FINANCIAL CORP,0.0,65.0,1.0,15167.727,-6.728,30990,14453,2016,MALE,COF,91.64,7.0,13.09143,0.01051,0.07895
"John Glennon Finneran, Jr.",14067,CAPITAL ONE FINANCIAL CORP,1016.538,66.0,4.0,4723.162,-2.609,30990,14456,2016,MALE,COF,91.64,7.0,13.09143,0.01051,0.07895
"Ryan M. Schneider, Ph.D.",43921,CAPITAL ONE FINANCIAL CORP,1211.462,46.0,3.0,6580.637,11.433,30990,41392,2016,MALE,COF,91.64,7.0,13.09143,0.01051,0.07895
Stephen S. Crawford,48574,CAPITAL ONE FINANCIAL CORP,1592.692,51.0,2.0,8198.593,-6.593,30990,29008,2016,MALE,COF,91.64,7.0,13.09143,0.01051,0.07895
Sanjiv Yajnik,50276,CAPITAL ONE FINANCIAL CORP,962.654,59.0,6.0,4934.907,-2.134,30990,47084,2016,MALE,COF,91.64,7.0,13.09143,0.01051,0.07895
Richard Scott Blackley,54378,CAPITAL ONE FINANCIAL CORP,617.769,48.0,7.0,3346.839,,30990,50681,2016,MALE,COF,91.64,7.0,13.09143,0.01051,0.07895
"Frank G. LaPrade, III, J.D.",54379,CAPITAL ONE FINANCIAL CORP,974.577,49.0,5.0,5027.594,,30990,50682,2016,MALE,COF,91.64,7.0,13.09143,0.01051,0.07895
Richard D. Fairbank,14064,CAPITAL ONE FINANCIAL CORP,0.0,66.0,1.0,16171.609,6.619,30990,14453,2017,MALE,COF,101.43,3.8,26.69211,0.00542,0.04067
"John Glennon Finneran, Jr.",14067,CAPITAL ONE FINANCIAL CORP,1047.423,67.0,3.0,4095.295,-13.293,30990,14456,2017,MALE,COF,101.43,3.8,26.69211,0.00542,0.04067
Stephen S. Crawford,48574,CAPITAL ONE FINANCIAL CORP,1619.231,52.0,2.0,8316.588,1.439,30990,29008,2017,MALE,COF,101.43,3.8,26.69211,0.00542,0.04067
Sanjiv Yajnik,50276,CAPITAL ONE FINANCIAL CORP,991.654,60.0,5.0,5130.455,3.963,30990,47084,2017,MALE,COF,101.43,3.8,26.69211,0.00542,0.04067
Richard Scott Blackley,54378,CAPITAL ONE FINANCIAL CORP,826.538,49.0,6.0,4261.18,27.32,30990,50681,2017,MALE,COF,101.43,3.8,26.69211,0.00542,0.04067
"Frank G. LaPrade, III, J.D.",54379,CAPITAL ONE FINANCIAL CORP,1009.538,50.0,4.0,5464.036,8.681,30990,50682,2017,MALE,COF,101.43,3.8,26.69211,0.00542,0.04067
